case_id,classification_correct,evidence_contract_pass,ground_truth_evidence_ids,returned_identity_tokens,id_precision,id_recall,required_tables,returned_tables,required_table_coverage
RCA_000692,True,True,BT_0422011|INV_0421867|JE_0429994|PAY_0421994,2026-03-06|INV_0421867|PAY_0421994|PAY_0421994|INV_0421867|2026-03-06,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000695,True,True,BT_0420341|INV_0425690|JE_0428339|PAY_0420339,2025-10-29|INV_0425690|PAY_0420339|PAY_0420339|INV_0425690|2025-10-29,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000709,True,True,APR_0431261|EVT_0447249|INV_0425140|PAY_0424936,2025-07-23|APR_0431261|INV_0425140|PAY_0424936|PAY_0424936|INV_0425140|2025-07-23,0.6,0.75,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000721,True,True,APR_0420972|APR_0420973|EVT_0447261|INV_0420445|PAY_0421163,2025-11-28|2025-12-01|APR_0420972|APR_0420973|INV_0420445|PAY_0421163|PAY_0421163|INV_0420445|2025-11-28|PAY_0421164|PAY_0421164|INV_0420445|2025-12-01,0.4444444444444444,0.8,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000728,True,True,APR_0430240|EVT_0447268|INV_0424676|PAY_0420274,2025-05-14|APR_0430240|INV_0424676|PAY_0420274|PAY_0420274|INV_0424676|2025-05-14,0.6,0.75,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000733,True,True,APR_0425007|EVT_0447273|INV_0422295|PAY_0422606,2025-09-26|APR_0425007|INV_0422295|PAY_0422606|PAY_0422606|INV_0422295|2025-09-26,0.6,0.75,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000735,True,True,APR_0427508|EVT_0447275|INV_0423429|PAY_0421347,2026-04-07|APR_0427508|INV_0423429|PAY_0421347|PAY_0421347|INV_0423429|2026-04-07,0.6,0.75,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000736,True,True,APR_0423648|APR_0423649|EVT_0447276|INV_0421670|PAY_0421055,2026-05-24|APR_0423648|APR_0423649|INV_0421670|PAY_0421055|PAY_0421055|INV_0421670|2026-05-24,0.6666666666666666,0.8,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000738,True,True,APR_0436664|APR_0436665|EVT_0447278|INV_0427607|PAY_0422843,2026-06-14|APR_0436664|APR_0436665|INV_0427607|PAY_0422843|PAY_0422843|INV_0427607|2026-06-14,0.6666666666666666,0.8,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000741,True,True,APR_0426176|EVT_0447281|INV_0422826|PAY_0422418,2026-06-15|APR_0426176|INV_0422826|PAY_0422418|PAY_0422418|INV_0422826|2026-06-15|PAY_0422419|PAY_0422419|INV_0422826|2026-06-15,0.42857142857142855,0.75,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000752,True,True,APR_0426452|APR_0426453|EVT_0447292|INV_0422948|PAY_0424949,2026-06-15|APR_0426452|APR_0426453|INV_0422948|PAY_0424949|PAY_0424949|INV_0422948|2026-06-15,0.6666666666666666,0.8,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000758,True,True,APR_0428064|APR_0428065|EVT_0447298|INV_0423681|PAY_0422123,2026-05-15|APR_0428064|APR_0428065|INV_0423681|PAY_0422123|PAY_0422123|INV_0423681|2026-05-15,0.6666666666666666,0.8,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000760,True,True,APR_0425411|EVT_0447300|INV_0422480|PAY_0420460,2026-03-17|2026-03-20|APR_0425411|INV_0422480|PAY_0420460|PAY_0420460|INV_0422480|2026-03-17|PAY_0420461|PAY_0420461|INV_0422480|2026-03-20,0.375,0.75,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000762,True,True,APR_0426111|EVT_0447302|INV_0422797|PAY_0420255,2025-12-11|APR_0426111|INV_0422797|PAY_0420255|PAY_0420255|INV_0422797|2025-12-11,0.6,0.75,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000766,True,True,APR_0434779|EVT_0447306|INV_0426743|PAY_0425350,2026-06-15|APR_0434779|INV_0426743|PAY_0425350|PAY_0425350|INV_0426743|2026-06-15,0.6,0.75,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000767,True,True,APR_0433690|APR_0433691|EVT_0447307|INV_0426251|PAY_0422707,2026-05-29|APR_0433690|APR_0433691|INV_0426251|PAY_0422707|PAY_0422707|INV_0426251|2026-05-29,0.6666666666666666,0.8,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000772,True,True,APR_0435899|EVT_0447312|INV_0427255|PAY_0420682,2026-03-03|2026-03-06|APR_0435899|INV_0427255|PAY_0420682|PAY_0420682|INV_0427255|2026-03-03|PAY_0420683|PAY_0420683|INV_0427255|2026-03-06,0.375,0.75,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000774,True,True,APR_0435545|EVT_0447314|INV_0427092|PAY_0422505,2026-05-28|APR_0435545|INV_0427092|PAY_0422505|PAY_0422505|INV_0427092|2026-05-28,0.6,0.75,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000776,True,True,APR_0426073|EVT_0447316|INV_0422780|PAY_0424894,2025-05-17|APR_0426073|INV_0422780|PAY_0424894|PAY_0424894|INV_0422780|2025-05-17,0.6,0.75,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000780,True,True,APR_0422233|APR_0422234|EVT_0447320|INV_0421026|PAY_0424945,2026-06-15|APR_0422233|APR_0422234|INV_0421026|PAY_0424945|PAY_0424945|INV_0421026|2026-06-15,0.6666666666666666,0.8,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000783,True,True,APR_0424441|EVT_0447323|INV_0422038|PAY_0425873,2026-06-09|APR_0424441|INV_0422038|PAY_0425873|PAY_0425873|INV_0422038|2026-06-09,0.6,0.75,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000784,True,True,APR_0429899|APR_0429900|EVT_0447324|INV_0424524|PAY_0425524,2026-06-15|APR_0429899|APR_0429900|INV_0424524|PAY_0425524|PAY_0425524|INV_0424524|2026-06-15,0.6666666666666666,0.8,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000788,True,True,APR_0435559|APR_0435560|EVT_0447328|INV_0427099|PAY_0425855,2026-05-31|APR_0435559|APR_0435560|INV_0427099|PAY_0425855|PAY_0425855|INV_0427099|2026-05-31,0.6666666666666666,0.8,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000794,True,True,APR_0432522|EVT_0447334|INV_0425715|PAY_0420692,2025-09-22|2026-06-29|APR_0432522|INV_0425715|PAY_0420692|PAY_0420692|INV_0425715|2025-09-22|PAY_0420693|PAY_0420693|INV_0425715|2026-06-29,0.375,0.75,approval_events|audit_log|employees|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.6666666666666666
RCA_000812,True,True,JE_0432523|PAY_0424523,JEL_0462719|JEL_0462720|PAY_0424523,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000813,True,True,JE_0430666|PAY_0422666,JEL_0459005|JEL_0459006|PAY_0422666,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000830,True,True,JE_0429478|PAY_0421478,JEL_0456629|JEL_0456630|PAY_0421478,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000831,True,True,JE_0432886|PAY_0424886,JEL_0463445|JEL_0463446|PAY_0424886,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000834,True,True,JE_0428552|PAY_0420552,JEL_0454777|JEL_0454778|PAY_0420552,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000835,True,True,JE_0433918|PAY_0425918,JEL_0465509|JEL_0465510|PAY_0425918,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000839,True,True,JE_0429921|PAY_0421921,JEL_0457515|JEL_0457516|PAY_0421921,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000840,True,True,JE_0433582|PAY_0425582,JEL_0464837|JEL_0464838|PAY_0425582,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000851,True,True,JE_0429782|PAY_0421782,JEL_0457237|JEL_0457238|PAY_0421782,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000852,True,True,JE_0428988|PAY_0420988,JEL_0455649|JEL_0455650|PAY_0420988,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000865,True,True,JE_0430357|PAY_0422357,JEL_0458387|JEL_0458388|PAY_0422357,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000866,True,True,JE_0428509|PAY_0420509,JEL_0454691|JEL_0454692|PAY_0420509,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000867,True,True,JE_0432244|PAY_0424244,JEL_0462161|JEL_0462162|PAY_0424244,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000868,True,True,JE_0429257|PAY_0421257,JEL_0456187|JEL_0456188|PAY_0421257,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000880,True,True,JE_0429168|PAY_0421168,JEL_0456009|JEL_0456010|PAY_0421168,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000882,True,True,JE_0431959|PAY_0423959,JEL_0461591|JEL_0461592|PAY_0423959,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000883,True,True,JE_0428931|PAY_0420931,JEL_0455535|JEL_0455536|PAY_0420931,0.3333333333333333,0.5,bank_transactions|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000902,True,True,EVT_0447342|JE_0430730|PAY_0422730,JEL_0459133|JEL_0459134|PAY_0422730,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000910,True,True,EVT_0447350|JE_0431458|PAY_0423458,JEL_0460589|JEL_0460590|PAY_0423458,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000915,True,True,EVT_0447355|JE_0428324|PAY_0420324,JEL_0454321|JEL_0454322|PAY_0420324,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000925,True,True,EVT_0447365|JE_0430423|PAY_0422423,JEL_0458519|JEL_0458520|PAY_0422423,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000926,True,True,EVT_0447366|JE_0428397|PAY_0420397,JEL_0454467|JEL_0454468|PAY_0420397,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000928,True,True,EVT_0447368|JE_0431275|PAY_0423275,JEL_0460223|JEL_0460224|PAY_0423275,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000931,True,True,EVT_0447371|JE_0433917|PAY_0425917,JEL_0465507|JEL_0465508|PAY_0425917,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000941,True,True,EVT_0447381|JE_0429126|PAY_0421126,JEL_0455925|JEL_0455926|PAY_0421126,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000945,True,True,EVT_0447385|JE_0433871|PAY_0425871,JEL_0465415|JEL_0465416|PAY_0425871,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000946,True,True,EVT_0447386|JE_0432439|PAY_0424439,JEL_0462551|JEL_0462552|PAY_0424439,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000948,True,True,EVT_0447388|JE_0431424|PAY_0423424,JEL_0460521|JEL_0460522|PAY_0423424,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000955,True,True,EVT_0447395|JE_0433894|PAY_0425894,JEL_0465461|JEL_0465462|PAY_0425894,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000964,True,True,EVT_0447404|JE_0432580|PAY_0424580,JEL_0462833|JEL_0462834|PAY_0424580,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000965,True,True,EVT_0447405|JE_0428430|PAY_0420430,JEL_0454533|JEL_0454534|PAY_0420430,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000975,True,True,EVT_0447415|JE_0429075|PAY_0421075,JEL_0455823|JEL_0455824|PAY_0421075,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000980,True,True,EVT_0447420|JE_0428195|PAY_0420195,JEL_0454063|JEL_0454064|PAY_0420195,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000984,True,True,EVT_0447424|JE_0430795|PAY_0422795,JEL_0459263|JEL_0459264|PAY_0422795,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000986,True,True,EVT_0447426|JE_0431274|PAY_0423274,JEL_0460221|JEL_0460222|PAY_0423274,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000989,True,True,EVT_0447429|JE_0432928|PAY_0424928,JEL_0463529|JEL_0463530|PAY_0424928,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_000994,True,True,EVT_0447434|JE_0433904|PAY_0425904,JEL_0465481|JEL_0465482|PAY_0425904,0.3333333333333333,0.3333333333333333,audit_log|gl_entries|payments,gl_entries|payments,0.6666666666666666
RCA_001006,True,True,BT_0425019|CHG_0420046|EVT_0447446|PAY_0424969|VND_042097,BT_0425019|CHG_0420046|PAY_0424969|VND_042097,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001010,True,True,BT_0423044|CHG_0420050|EVT_0447450|PAY_0423017|VND_042464,BT_0423044|CHG_0420050|PAY_0423017|VND_042464,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001013,True,True,BT_0424225|CHG_0420053|EVT_0447453|PAY_0424184|VND_042425,BT_0424225|CHG_0420053|PAY_0424184|VND_042425,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001020,True,True,BT_0423280|CHG_0420060|EVT_0447460|PAY_0423252|VND_042127,BT_0423280|CHG_0420060|PAY_0423252|VND_042127,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001024,True,True,BT_0424502|CHG_0420064|EVT_0447464|PAY_0424455|VND_042282,BT_0424502|CHG_0420064|PAY_0424455|VND_042282,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001030,True,True,BT_0425920|CHG_0420070|EVT_0447470|PAY_0425857|VND_042100,BT_0425920|CHG_0420070|PAY_0425857|VND_042100,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001036,True,True,BT_0421028|CHG_0420076|EVT_0447476|PAY_0421020|VND_042144,BT_0421028|CHG_0420076|PAY_0421020|VND_042144,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001038,True,True,BT_0425932|CHG_0420078|EVT_0447478|PAY_0425869|VND_042100,BT_0425932|CHG_0420078|PAY_0425869|VND_042100,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001040,True,True,BT_0422682|CHG_0420080|EVT_0447480|PAY_0422659|VND_042425,BT_0422682|CHG_0420080|PAY_0422659|VND_042425,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001042,True,True,BT_0423614|CHG_0420082|EVT_0447482|PAY_0423579|VND_042032,BT_0423614|CHG_0420082|PAY_0423579|VND_042032,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001044,True,True,BT_0424618|CHG_0420084|EVT_0447484|PAY_0424569|VND_042340,BT_0424618|CHG_0420084|PAY_0424569|VND_042340,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001045,True,True,BT_0422702|CHG_0420085|EVT_0447485|PAY_0422679|VND_042248,BT_0422702|CHG_0420085|PAY_0422679|VND_042248,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001047,True,True,BT_0425606|CHG_0420087|EVT_0447487|PAY_0425553|VND_042479,BT_0425606|CHG_0420087|PAY_0425553|VND_042479,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001049,True,True,BT_0422658|CHG_0420089|EVT_0447489|PAY_0422635|VND_042248,BT_0422658|CHG_0420089|PAY_0422635|VND_042248,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001057,True,True,BT_0421451|CHG_0420097|EVT_0447497|PAY_0421439|VND_042228,BT_0421451|CHG_0420097|PAY_0421439|VND_042228,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001059,True,True,BT_0421312|CHG_0420099|EVT_0447499|PAY_0421302|VND_042286,BT_0421312|CHG_0420099|PAY_0421302|VND_042286,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001069,True,True,BT_0422240|CHG_0420109|EVT_0447509|PAY_0422222|VND_042032,BT_0422240|CHG_0420109|PAY_0422222|VND_042032,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001073,True,True,BT_0421318|CHG_0420113|EVT_0447513|PAY_0421308|VND_042252,BT_0421318|CHG_0420113|PAY_0421308|VND_042252,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001077,True,True,BT_0422987|CHG_0420117|EVT_0447517|PAY_0422960|VND_042340,BT_0422987|CHG_0420117|PAY_0422960|VND_042340,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001078,True,True,BT_0423031|CHG_0420118|EVT_0447518|PAY_0423004|VND_042329,BT_0423031|CHG_0420118|PAY_0423004|VND_042329,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001086,True,True,BT_0420784|CHG_0420126|EVT_0447526|PAY_0420777|VND_042171,BT_0420784|CHG_0420126|PAY_0420777|VND_042171,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001094,True,True,BT_0422803|CHG_0420134|EVT_0447534|PAY_0422779|VND_042340,BT_0422803|CHG_0420134|PAY_0422779|VND_042340,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001096,True,True,BT_0424660|CHG_0420136|EVT_0447536|PAY_0424611|VND_042488,BT_0424660|CHG_0420136|PAY_0424611|VND_042488,1.0,0.8,audit_log|bank_transactions|payments|vendor_change_log|vendors,bank_transactions|payments|vendor_change_log|vendors,0.8
RCA_001101,True,True,EVT_0447541|PAY_0422089,PAY_0422089,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001102,True,True,EVT_0447542|PAY_0422083,PAY_0422083,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001107,True,True,EVT_0447547|PAY_0424821,PAY_0424821,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001111,False,True,EVT_0447551|PAY_0422447,2026-03-27|INV_0424349|PAY_0422447|PAY_0422447|INV_0424349|2026-03-27,0.25,0.5,audit_log|bank_transactions|gl_entries|payments,invoices|payment_allocations|payments,0.25
RCA_001114,True,True,EVT_0447554|PAY_0420435,PAY_0420435,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001115,True,True,EVT_0447555|PAY_0421297,PAY_0421297,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001117,False,True,EVT_0447557|PAY_0421113,2025-06-09|2025-06-15|BT_0421120|BT_0423090|INV_0422532|INV_0426705|PAY_0421112|PAY_0421112|INV_0422532|2025-06-09|PAY_0423063|PAY_0423063|INV_0426705|2025-06-15,0.0,0.0,audit_log|bank_transactions|gl_entries|payments,bank_transactions|invoices|payment_allocations|payments,0.5
RCA_001128,True,True,EVT_0447568|PAY_0424925,PAY_0424925,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001132,True,True,EVT_0447572|PAY_0422457,PAY_0422457,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001133,True,True,EVT_0447573|PAY_0420817,PAY_0420817,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001140,True,True,EVT_0447580|PAY_0422266,PAY_0422266,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001141,True,True,EVT_0447581|PAY_0423784,PAY_0423784,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001146,True,True,EVT_0447586|PAY_0425776,PAY_0425776,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001147,True,True,EVT_0447587|PAY_0423907,PAY_0423907,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001151,True,True,EVT_0447591|PAY_0422374,PAY_0422374,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001154,True,True,EVT_0447594|PAY_0420383,PAY_0420383,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001158,True,True,EVT_0447598|PAY_0422764,PAY_0422764,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001159,True,True,EVT_0447599|PAY_0420739,PAY_0420738|PAY_0420739,0.5,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001170,True,True,EVT_0447610|PAY_0425886,PAY_0425886,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001171,True,True,EVT_0447611|PAY_0420738,PAY_0420738|PAY_0420739,0.5,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001194,True,True,EVT_0447634|PAY_0424266,PAY_0424266,1.0,0.5,audit_log|bank_transactions|gl_entries|payments,payments,0.25
RCA_001206,True,True,BT_0426269|EVT_0447646|VND_042189,BT_0426269,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
RCA_001211,True,True,BT_0426274|EVT_0447651|VND_042293,BT_0426274,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
RCA_001217,True,True,BT_0426280|EVT_0447657|VND_042107,BT_0426280,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
RCA_001218,True,True,BT_0426281|EVT_0447658|VND_042442,BT_0426281,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
RCA_001230,True,True,BT_0426293|EVT_0447670|VND_042202,BT_0426293,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
RCA_001239,True,True,BT_0426302|EVT_0447679|VND_042468,BT_0426302,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
RCA_001241,True,True,BT_0426304|EVT_0447681|VND_042158,BT_0426304,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
RCA_001242,True,True,BT_0426305|EVT_0447682|VND_042248,BT_0426305,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
RCA_001243,True,True,BT_0426306|EVT_0447683|VND_042127,BT_0426306,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
RCA_001245,True,True,BT_0426308|EVT_0447685|VND_042369,BT_0426308,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
RCA_001247,True,True,BT_0426310|EVT_0447687|VND_042061,BT_0426310,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
RCA_001251,True,True,BT_0426314|EVT_0447691|VND_042211,BT_0426314,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
RCA_001252,True,True,BT_0426315|EVT_0447692|VND_042329,BT_0426315,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
RCA_001262,True,True,BT_0426325|EVT_0447702|VND_042097,BT_0426325,1.0,0.3333333333333333,audit_log|bank_transactions|gl_entries|payments|vendors,bank_transactions,0.2
