case_id,primary_entity_type,invoice_currency,invoice_status,invoice_payment_terms,invoice_department,invoice_gl_account,po_currency,po_status,po_department,po_gl_account,vendor_type,vendor_country,vendor_currency,vendor_payment_terms,vendor_default_payment_method,vendor_status,payment_method,payment_currency,payment_status,settlement_status,bank_transaction_type,bank_currency,bank_direction,bank_status,final_approval_role,final_approval_action,gl_primary_transaction_type,invoice_total,invoice_subtotal,invoice_tax,invoice_shipping,invoice_age_calendar_days,invoice_due_lag_days,invoice_received_delay_days,invoice_line_count,invoice_line_quantity_sum,invoice_line_amount_sum,invoice_line_unit_price_mean,po_total,po_subtotal,po_tax,po_shipping,po_age_calendar_days,po_line_count,po_line_quantity_sum,po_line_amount_sum,payment_amount,payment_age_calendar_days,allocation_count,allocated_amount_sum,linked_invoice_count,linked_invoice_total_sum,linked_payment_count,bank_amount,bank_age_calendar_days,bank_reference_match_count,gl_line_count,gl_journal_count,gl_total_debit,gl_total_credit,gl_ap_debit,gl_cash_credit,approval_event_count,approval_effective_count,approval_max_level,approval_distinct_role_count,approval_missing_employee_actor_count,vendor_change_count,vendor_change_before_payment_count,vendor_name_length,vendor_name_token_count,duplicate_same_vendor_count,duplicate_exact_reference_count,duplicate_best_reference_similarity,duplicate_min_date_gap_days,duplicate_min_amount_gap,bank_fee_debit_total,fx_journal_count,fx_event_count,payment_reference_use_count,bank_economic_candidate_count,invoice_po_total_abs_diff,invoice_po_total_rel_diff,invoice_po_tax_abs_diff,invoice_po_shipping_abs_diff,invoice_po_line_amount_abs_diff,invoice_po_line_quantity_abs_diff,payment_allocated_abs_diff,payment_allocated_rel_diff,invoice_paid_abs_diff,invoice_paid_rel_diff,payment_bank_abs_diff,payment_bank_rel_diff,gl_balance_abs_diff,payment_ap_debit_abs_diff,payment_cash_credit_abs_diff,bank_fee_adjusted_abs_diff,days_po_to_invoice,days_invoice_to_payment,days_payment_to_bank,minutes_final_approval_to_payment,invoice_has_po,po_found,invoice_po_vendor_match,invoice_po_currency_match,all_invoice_lines_po_linked,any_invoice_line_missing_po_target,invoice_po_quantities_all_equal,payment_has_allocations,allocations_all_invoices_found,payment_invoice_currency_all_match,payment_invoice_vendor_all_match,payment_reference_present,payment_reference_unique,bank_reference_match_found,bank_reference_match_unique,payment_bank_currency_match,payment_bank_token_match,gl_source_found,gl_currency_all_match,gl_period_all_match_payment_month,vendor_current_token_match,vendor_bank_history_present,final_approver_employee_found,final_approver_active,final_approver_role_match,invoice_reference_present,missing_invoice,missing_po,missing_vendor,missing_payment,missing_bank_transaction,missing_gl,missing_approval,missing_employee,missing_reference,missing_currency,missing_amount,missing_invoice_lines,missing_po_lines,missing_allocations,missing_vendor_change_history,scope_invoice_count,scope_payment_count,scope_bank_count,scope_distinct_invoice_vendor_count,scope_distinct_payment_vendor_count
RCA_000131,INVOICE,EUR,APPROVED,DUE_ON_RECEIPT,IT,680100-IT,EUR,ISSUED,IT,680100-IT,SERVICES,DE,EUR,DUE_ON_RECEIPT,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,2723.1999999999998,2490.4499999999998,232.75,0,427,0,4,1,5,2490.4499999999998,498.08999999999997,2560.25,2327.5,232.75,0,445,1,5,2327.5,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,2,0,29,4,49,0,0.84615384615384615,14,40.079999999999998,0,0,0,0,0,162.94999999999999,0.063646128307782449,0,0,162.94999999999999,0,,,2723.1999999999998,1,,,0,,,,18,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000134,INVOICE,USD,APPROVED,NET15,FINANCE,630100-FINANCE,USD,ISSUED,FINANCE,630100-FINANCE,SOFTWARE,US,USD,NET15,CHECK,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,2246.3299999999999,2023.3199999999999,198.63999999999999,24.370000000000001,53,15,2,2,15,2023.3199999999999,131.505,2209.3699999999999,1986.3599999999999,198.63999999999999,24.370000000000001,67,2,15,1986.3599999999999,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,28,4,150,0,0.84615384615384615,1,23.780000000000001,0,0,0,0,0,36.960000000000001,0.016728750729846066,0,0,36.960000000000001,0,,,2246.3299999999999,1,,,0,,,,14,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000135,INVOICE,USD,APPROVED,NET45,MARKETING,650100-MARKETING,USD,ISSUED,MARKETING,650100-MARKETING,SERVICES,US,USD,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,563.29999999999995,526.39999999999998,36.899999999999999,0,395,45,1,1,10,526.39999999999998,52.640000000000001,528.89999999999998,492,36.899999999999999,0,397,1,10,492,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,2,0,30,4,135,0,0.92307692307692313,1,31.879999999999999,0,0,0,0,0,34.399999999999999,0.065040650406504072,0,0,34.399999999999999,0,,,563.29999999999995,1,,,0,,,,2,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000136,INVOICE,USD,APPROVED,NET45,OPERATIONS,620100-OPERATIONS,USD,ISSUED,OPERATIONS,620100-OPERATIONS,PROFESSIONAL,US,USD,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,2434.8899999999999,2323.52,111.37,0,532,45,4,3,50,2323.52,47.983333333333327,2338.7399999999998,2227.3699999999999,111.37,0,537,3,50,2227.3699999999999,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,27,4,10,0,0.76923076923076916,50,1168.1500000000001,0,0,0,0,0,96.150000000000006,0.041111880756304675,0,0,96.150000000000006,0,,,2434.8899999999999,1,,,0,,,,5,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000138,INVOICE,USD,APPROVED,NET45,LEGAL,670100-LEGAL,USD,ISSUED,LEGAL,670100-LEGAL,SOFTWARE,US,USD,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,5224,4874.2399999999998,349.75999999999999,0,88,45,2,2,26,4874.2399999999998,183.32499999999999,5013.2799999999997,4663.5200000000004,349.75999999999999,0,111,2,26,4663.5200000000004,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,30,4,350,0,0.92307692307692313,0,4.8300000000000001,0,0,0,0,0,210.72,0.042032362046404752,0,0,210.72,0,,,5224,1,,,0,,,,23,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000139,INVOICE,USD,APPROVED,NET30,LEGAL,670100-LEGAL,USD,ISSUED,LEGAL,670100-LEGAL,SUPPLIER,US,USD,NET30,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,6892.9700000000003,6372.75,458.58999999999997,61.630000000000003,213,30,3,2,35,6372.75,179.52500000000001,6634.7700000000004,6114.5500000000002,458.58999999999997,61.630000000000003,234,2,35,6114.5500000000002,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,34,4,16,0,0.76923076923076916,2,336.37,0,0,0,0,0,258.19999999999999,0.0389161945327419,0,0,258.19999999999999,0,,,6892.9700000000003,1,,,0,,,,21,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000142,INVOICE,USD,APPROVED,NET45,SALES,640100-SALES,USD,ISSUED,SALES,640100-SALES,SOFTWARE,US,USD,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,1383.01,1290.1500000000001,92.859999999999999,0,183,45,0,2,3,1290.1500000000001,446.23500000000001,1330.97,1238.1099999999999,92.859999999999999,0,196,2,3,1238.1099999999999,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,30,4,350,0,0.84615384615384615,1,16.190000000000001,0,0,0,0,0,52.039999999999999,0.039099303515481187,0,0,52.039999999999999,0,,,1383.01,1,,,0,,,,13,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000143,INVOICE,USD,APPROVED,NET30,PEOPLE,660100-PEOPLE,USD,ISSUED,PEOPLE,660100-PEOPLE,SUPPLIER,US,USD,NET30,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,2607.5,2434.7399999999998,172.75999999999999,0,413,30,1,2,21,2434.7399999999998,127.04000000000001,2476.2800000000002,2303.52,172.75999999999999,0,423,2,21,2303.52,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,29,4,4,0,0.76923076923076916,95,71.680000000000007,0,0,0,0,0,131.22,0.052990776487311611,0,0,131.22,0,,,2607.5,1,,,0,,,,10,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000144,INVOICE,USD,APPROVED,NET15,FINANCE,630100-FINANCE,USD,ISSUED,FINANCE,630100-FINANCE,SOFTWARE,US,USD,NET15,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,892.65999999999997,850.96000000000004,41.700000000000003,0,289,15,2,3,45,850.96000000000004,52.586666666666673,875.67999999999995,833.98000000000002,41.700000000000003,0,314,3,45,833.98000000000002,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,2,0,27,4,300,0,0.92307692307692313,4,34.670000000000002,0,0,0,0,0,16.98,0.019390644984469213,0,0,16.98,0,,,892.65999999999997,1,,,0,,,,25,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000148,INVOICE,USD,APPROVED,NET45,IT,680100-IT,USD,ISSUED,IT,680100-IT,SERVICES,US,USD,NET45,WIRE,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,7647.9700000000003,6950.8000000000002,689.66999999999996,7.5,140,45,1,3,20,6950.8000000000002,480.79999999999995,7593.8500000000004,6896.6800000000003,689.66999999999996,7.5,161,3,20,6896.6800000000003,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,29,4,17,0,0.84615384615384615,5,849.75999999999999,0,0,0,0,0,54.119999999999997,0.0071268197291229083,0,0,54.119999999999997,0,,,7647.9700000000003,1,,,0,,,,21,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000149,INVOICE,USD,APPROVED,NET15,ENGINEERING,610100-ENGINEERING,USD,ISSUED,ENGINEERING,610100-ENGINEERING,SUPPLIER,US,USD,NET15,WIRE,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,5486.0200000000004,5111.8400000000001,374.18000000000001,0,350,15,5,3,37,5111.8400000000001,143.13333333333335,5363.2399999999998,4989.0600000000004,374.18000000000001,0,350,3,37,4989.0600000000004,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,2,0,31,4,64,0,0.84615384615384615,9,64.519999999999996,0,0,0,0,0,122.78,0.022892878185574391,0,0,122.78,0,,,5486.0200000000004,1,,,0,,,,0,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000154,INVOICE,USD,APPROVED,NET30,SALES,640100-SALES,USD,ISSUED,SALES,640100-SALES,PROFESSIONAL,US,USD,NET30,WIRE,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,4805.54,4805.54,0,0,473,30,4,2,43,4805.54,104.43000000000001,4754.0500000000002,4754.0500000000002,0,0,495,2,43,4754.0500000000002,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,28,4,8,0,0.76923076923076916,48,1506.4300000000001,0,0,0,0,0,51.490000000000002,0.010830765347440603,0,0,51.490000000000002,0,,,4805.54,1,,,0,,,,22,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000155,INVOICE,USD,APPROVED,NET45,ENGINEERING,610100-ENGINEERING,USD,ISSUED,ENGINEERING,610100-ENGINEERING,SOFTWARE,US,USD,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,8815.6800000000003,8238.2399999999998,577.44000000000005,0,90,45,3,1,24,8238.2399999999998,343.25999999999999,8276.6399999999994,7699.1999999999998,577.44000000000005,0,119,1,24,7699.1999999999998,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,30,4,350,0,0.92307692307692313,1,46.810000000000002,0,0,0,0,0,539.03999999999996,0.065127877979469936,0,0,539.03999999999996,0,,,8815.6800000000003,1,,,0,,,,29,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000157,INVOICE,GBP,APPROVED,NET30,SALES,640100-SALES,GBP,ISSUED,SALES,640100-SALES,SOFTWARE,GB,GBP,NET30,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,757.27999999999997,692.54999999999995,64.730000000000004,0,215,30,1,1,15,692.54999999999995,46.170000000000002,711.98000000000002,647.25,64.730000000000004,0,236,1,15,647.25,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,29,4,18,0,0.84615384615384615,27,215.47,0,0,0,0,0,45.299999999999997,0.063625382735470096,0,0,45.299999999999997,0,,,757.27999999999997,1,,,0,,,,21,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000158,INVOICE,USD,APPROVED,NET15,MARKETING,650100-MARKETING,USD,ISSUED,MARKETING,650100-MARKETING,SOFTWARE,US,USD,NET15,CHECK,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,7200.5100000000002,6547.0500000000002,653.46000000000004,0,269,15,5,3,20,6547.0500000000002,1061.23,7188.0299999999997,6534.5699999999997,653.46000000000004,0,278,3,20,6534.5699999999997,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,28,4,150,0,0.92307692307692313,2,20.609999999999999,0,0,0,0,0,12.48,0.0017362197987487531,0,0,12.48,0,,,7200.5100000000002,1,,,0,,,,9,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000160,INVOICE,USD,APPROVED,NET30,LEGAL,670100-LEGAL,USD,ISSUED,LEGAL,670100-LEGAL,PROFESSIONAL,US,USD,NET30,WIRE,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,3989.5500000000002,3989.5500000000002,0,0,392,30,4,2,8,3989.5500000000002,719.505,3794.8800000000001,3794.8800000000001,0,0,399,2,8,3794.8800000000001,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,29,4,8,0,0.76923076923076916,50,104.77,0,0,0,0,0,194.66999999999999,0.051298064760941058,0,0,194.66999999999999,0,,,3989.5500000000002,1,,,0,,,,7,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000163,INVOICE,USD,APPROVED,NET30,SALES,640100-SALES,USD,ISSUED,SALES,640100-SALES,SUPPLIER,US,USD,NET30,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,2037.1199999999999,1873.6300000000001,134.91999999999999,28.57,123,30,3,2,20,1873.6300000000001,96.694999999999993,1962.4200000000001,1798.9300000000001,134.91999999999999,28.57,141,2,20,1798.9300000000001,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,2,0,30,4,24,0,0.76923076923076916,9,139.00999999999999,0,0,0,0,0,74.700000000000003,0.038065245971810317,0,0,74.700000000000003,0,,,2037.1199999999999,1,,,0,,,,18,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000164,INVOICE,USD,APPROVED,NET15,OPERATIONS,620100-OPERATIONS,USD,ISSUED,OPERATIONS,620100-OPERATIONS,SOFTWARE,US,USD,NET15,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,5376.3599999999997,4998.2399999999998,366.77999999999997,11.34,253,15,5,2,12,4998.2399999999998,416.51999999999998,5268.4799999999996,4890.3599999999997,366.77999999999997,11.34,258,2,12,4890.3599999999997,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,2,0,27,4,300,0,0.92307692307692313,1,8.2400000000000002,0,0,0,0,0,107.88,0.020476494169096211,0,0,107.88,0,,,5376.3599999999997,1,,,0,,,,5,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000166,INVOICE,GBP,APPROVED,NET45,OPERATIONS,620100-OPERATIONS,GBP,ISSUED,OPERATIONS,620100-OPERATIONS,SUPPLIER,US,GBP,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,3497.4499999999998,3266.7199999999998,230.72999999999999,0,411,45,0,2,10,3266.7199999999998,340,3307.0999999999999,3076.3699999999999,230.72999999999999,0,415,2,10,3076.3699999999999,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,32,4,11,0,0.76923076923076916,10,766.35000000000002,0,0,0,0,0,190.34999999999999,0.057557981312932778,0,0,190.34999999999999,0,,,3497.4499999999998,1,,,0,,,,4,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000167,INVOICE,CAD,APPROVED,NET30,IT,680100-IT,CAD,ISSUED,IT,680100-IT,SUPPLIER,CA,CAD,NET30,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,3535,3535,0,0,392,30,4,1,20,3535,176.75,3303.8000000000002,3303.8000000000002,0,0,411,1,20,3303.8000000000002,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,32,4,11,0,0.84615384615384615,29,832.96000000000004,0,0,0,0,0,231.19999999999999,0.069980023003813785,0,0,231.19999999999999,0,,,3535,1,,,0,,,,19,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000173,INVOICE,USD,APPROVED,NET45,ENGINEERING,610100-ENGINEERING,USD,ISSUED,ENGINEERING,610100-ENGINEERING,SERVICES,US,USD,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,7984.3400000000001,7435.8299999999999,548.50999999999999,0,531,45,1,2,24,7435.8299999999999,971.82500000000005,7861.9099999999999,7313.3999999999996,548.50999999999999,0,536,2,24,7313.3999999999996,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,29,4,7,0,0.84615384615384615,32,220.77000000000001,0,0,0,0,0,122.43000000000001,0.015572551708172696,0,0,122.43000000000001,0,,,7984.3400000000001,1,,,0,,,,5,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000176,INVOICE,USD,APPROVED,NET45,IT,680100-IT,USD,ISSUED,IT,680100-IT,SOFTWARE,US,USD,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,12365.129999999999,11507.07,858.05999999999995,0,450,45,1,4,57,11507.07,311.68000000000001,12298.91,11440.85,858.05999999999995,0,479,4,57,11440.85,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,29,4,19,0,0.84615384615384615,6,2347.02,0,0,0,0,0,66.219999999999999,0.0053842169753254556,0,0,66.219999999999999,0,,,12365.129999999999,1,,,0,,,,29,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000178,INVOICE,USD,APPROVED,NET45,IT,680100-IT,USD,ISSUED,IT,680100-IT,SOFTWARE,US,USD,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,6861.6400000000003,6249.6999999999998,611.94000000000005,0,150,45,1,2,24,6249.6999999999998,284.02499999999998,6731.3000000000002,6119.3599999999997,611.94000000000005,0,154,2,24,6119.3599999999997,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,30,4,350,0,0.92307692307692313,0,1.55,0,0,0,0,0,130.34,0.019363273067609526,0,0,130.34,0,,,6861.6400000000003,1,,,0,,,,4,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000180,INVOICE,EUR,APPROVED,NET60,LEGAL,670100-LEGAL,EUR,ISSUED,LEGAL,670100-LEGAL,SUPPLIER,DE,EUR,NET60,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,5434.29,5078.3400000000001,355.94999999999999,0,100,60,3,1,18,5078.3400000000001,282.13,5102.0100000000002,4746.0600000000004,355.94999999999999,0,126,1,18,4746.0600000000004,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,29,4,5,0,0.76923076923076916,4,1031.3800000000001,0,0,0,0,0,332.27999999999997,0.065127273368731142,0,0,332.27999999999997,0,,,5434.29,1,,,0,,,,26,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000181,INVOICE,EUR,APPROVED,NET45,PEOPLE,660100-PEOPLE,EUR,ISSUED,PEOPLE,660100-PEOPLE,SOFTWARE,DE,EUR,NET45,WIRE,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,2902.5100000000002,2627.3099999999999,251.21000000000001,23.989999999999998,85,45,4,2,4,2627.3099999999999,726.32500000000005,2787.25,2512.0500000000002,251.21000000000001,23.989999999999998,92,2,4,2512.0500000000002,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,29,4,8,0,0.76923076923076916,19,460.54000000000002,0,0,0,0,0,115.26000000000001,0.041352587676024753,0,0,115.26000000000001,0,,,2902.5100000000002,1,,,0,,,,7,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
